username,judul video,text,tanggal publish,clean_comment,comment_no_slang,Sentimen
@user-fx1cf4rh1p,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,yg iphone 16 Pro Mantap,2025-01-18T09:22:19Z,yg iphone 16 pro mantap,yang iphone 16 pro mantap,1
@AdonPomange,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,Banyak yg TDK sadar klw iPhone itu..harga mahal fitur..nanggung..,2025-01-17T23:09:21Z,banyak yg tdk sadar klw iphone itu harga mahal fitur nanggung,banyak yang tidak sadar kalau iphone itu harga mahal fitur nanggung,2
@iqbalmartinez3011,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,Kapan yaa bisa beli iPhone 😢,2025-01-17T15:00:11Z,kapan yaa bisa beli iphone,kapan yaa bisa beli iphone,1
@cosmegarcons5142,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,Imeiny bisa dipakai?,2025-01-17T10:42:32Z,imeiny bisa dipakai,imeiny bisa dipakai,1
@yanzchannel1675,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,"Masih bertahan di seri 13pro, nunggu murah aja lah😂",2025-01-16T08:28:53Z,masih bertahan di seri 13pro nunggu murah aja lah,masih bertahan di seri 13 pro nunggu murah aja lah,1
@Avatar16888,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,"Bro Saran ajah nih, kalo bisa buat text nya yg bahasa Inggris juga
Agar bisa menjaring penonton dari luar dari Indonesia bro",2025-01-15T14:39:32Z,bro saran ajah nih kalo bisa buat text nya yg bahasa inggris juga agar bisa menjaring penonton dari luar dari indonesia bro,bro saran saja nih kalau bisa buat text nya yang bahasa inggris juga supaya bisa menjaring penonton dari luar dari indonesia bro,3
@JonahNineveh,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,"tim males beli, sebelum bikin pabrik di tanah air",2025-01-15T11:53:19Z,tim males beli sebelum bikin pabrik di tanah air,tim malas beli sebelum membuat pabrik di tanah air,3
@anggisyahchannel9303,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,a' rev iphone 17 a',2025-01-15T11:16:19Z,a rev iphone 17 a,a rev iphone 17 a,3
@ItalaeliAizah,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,Nungguin iphone 17 😂,2025-01-15T09:31:25Z,nungguin iphone 17,nungguin iphone 17,3
@idasumiyati2612,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,Skrg udh januari info info,2025-01-15T05:39:53Z,skrg udh januari info info,sekarang sudah januari info info,3
@singai9509,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,"Mas, mau  nanya nih pasang anti gores hydrogel di belakang iPhone 16 apa tidak ada pengaruh pake cas powerbank . Thanks ya",2025-01-15T05:27:30Z,mas mau nanya nih pasang anti gores hydrogel di belakang iphone 16 apa tidak ada pengaruh pake cas powerbank thanks ya,mas mau nanya nih pasang anti gores hydrogel di belakang iphone 16 apa tidak ada pengaruh pakai cas powerbank thanks ya,3
@AkhirJaman-e8p,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,Nunggu ada yg ketinggalan ip 16 di toilet bandara 🤪,2025-01-14T14:42:50Z,nunggu ada yg ketinggalan ip 16 di toilet bandara,nunggu ada yang ketinggalan ip 16 di toilet bandara,3
@amsekhamzah1239,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,Iphone 😂tidak semulus itu videonya,2025-01-14T09:50:55Z,iphone tidak semulus itu videonya,iphone tidak semulus itu videonya,2
@aynahanifah-xk7df,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,Disana semua org kaya atau gimana si. Banyak kelihatan toko usaha tapi sepi rapi tidak semrawut. Sebatas ibu kota negara Indonesia aja pasti banyak sampah org kerja dari berbagai macam pekerjaan super sibuk knpa disana senyap sepi bersih luar biasa.,2025-01-14T08:47:02Z,disana semua org kaya atau gimana si banyak kelihatan toko usaha tapi sepi rapi tidak semrawut sebatas ibu kota negara indonesia aja pasti banyak sampah org kerja dari berbagai macam pekerjaan super sibuk knpa disana senyap sepi bersih luar biasa,disana semua org kaya atau gimana si banyak kelihatan toko usaha tapi sepi rapi tidak semrawut sebatas ibu kota negara indonesia aja pasti banyak sampah org kerja dari berbagai macam pekerjaan super sibuk knpa disana senyap sepi bersih luar biasa,3
@Kalis-15,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,ditunggu review harga cukai iphone nya bang kena berapa 😁,2025-01-14T05:19:05Z,ditunggu review harga cukai iphone nya bang kena berapa,ditunggu review harga cukai iphone nya bang kena berapa,3
@esaalghanie,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,Bang recomend hp di 2025,2025-01-14T03:54:33Z,bang recomend hp di 2025,bang recomend hp di 2025,3
@iqbalbenq9577,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,Yg pada pengen iphone semoga pada kebeli dengan bermanfaat aamiin,2025-01-12T20:42:18Z,yg pada pengen iphone semoga pada kebeli dengan bermanfaat aamiin,yang pada ingin iphone semoga pada kebeli dengan bermanfaat aamiin,3
@emiparyani6246,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,Alhamdulillah semoga kebeli iphone nya😅😊,2025-01-12T16:06:31Z,alhamdulillah semoga kebeli iphone nya,alhamdulillah semoga kebeli iphone nya,3
@PlayRoom-k6z,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,Spigen emang keren kualitasnya,2025-01-12T14:37:38Z,spigen emang keren kualitasnya,iphone emang keren kualitasnya,1
@MuhammadAlfatih-y7x,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,Nungguin tanah laku baru beli iphone 16 😂,2025-01-11T07:52:16Z,nungguin tanah laku baru beli iphone 16,nungguin tanah lsaya baru beli iphone 16,3
@ayulestari4167,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,Gila sih di Singapura yg luas negaranya cuman seuprit aja di bangunin pabrik😅,2025-01-11T03:28:03Z,gila sih di singapura yg luas negaranya cuman seuprit aja di bangunin pabrik,gila sih di singapura yang luas negaranya hanya seuprit aja di bangunin pabrik,3
@gitarissantai5306,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,Tetap sony yg terbaik,2025-01-10T13:48:55Z,tetap sony yg terbaik,tetap sony yang terbaik,2
@sugengwidodo8957,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,Murah banget ya... Gue ada duit nganggur 1 M nih...,2025-01-10T10:13:23Z,murah banget ya gue ada duit nganggur 1 m nih,murah sekali ya saya ada duit nganggur 1 milyar nih,3
@RahmatBakumpai,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,Udah keluar iPhone 16. Tapi hp saya masih pake iPhone 11😮,2025-01-09T18:19:01Z,udah keluar iphone 16 tapi hp saya masih pake iphone 11,sudah keluar iphone 16 tapi hp saya masih pakai iphone 11,1
@dikyhamdani9674,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,❤❤❤,2025-01-09T06:51:18Z,,z,3
@tocagaming5856,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,Semoga bisa beli red magic 9,2025-01-09T04:29:23Z,semoga bisa beli red magic 9,semoga bisa beli red magic 9,3
@rijalarip684,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,Hp mahal2 banget ya bang saya hp 1jta setengah aja ga kebeli ... semoga rejekinya berkah bang masa Allah tabaraqallah,2025-01-08T18:07:27Z,hp mahal2 banget ya bang saya hp 1jta setengah aja ga kebeli semoga rejekinya berkah bang masa allah tabaraqallah,hp mahal mahal sekali ya bang saya hp 1 juta setengah aja tidak kebeli semoga rejekinya berkah bang masa allah tabaraqallah,3
@razmanrajik1849,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,Gw pake 16pro. Gw pake action buttonnya utk flashlight kerna uda biasa dari android pake valume+😂,2025-01-08T08:16:04Z,gw pake 16pro gw pake action buttonnya utk flashlight kerna uda biasa dari android pake valume,saya pakai 16 pro saya pakai action buttonnya untuk flashlight karena uda biasa dari android pakai valume,1
@pejuangpanganindonesia5758,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,Mantaaab bang,2025-01-08T05:28:35Z,mantaaab bang,mantaaab bang,1
@hilabilahliba8925,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,Bang harga+cukainya menit ke brp? Gagal nyimak😂,2025-01-07T21:19:22Z,bang harga cukainya menit ke brp gagal nyimak,bang harga cukainya menit ke brp gagal nyimak,3
@nardikalvari2881,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,Kapan rilis ya? Dah lama aq tunggu blo ada dijual,2025-01-07T15:47:57Z,kapan rilis ya dah lama aq tunggu blo ada dijual,kapan rilis ya sudah lama saya tunggu belum ada dijual,3
@andismartfren14,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,Gak ada puntung roko ya😮😮,2025-01-06T14:56:18Z,gak ada puntung roko ya,tidak ada puntung roko ya,3
@halilurrahmanWTA1181,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,Alhamdulillah sudah beli,2025-01-06T12:43:41Z,alhamdulillah sudah beli,alhamdulillah sudah beli,3
@gobel4409,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,Bang max 2 hape bawa ke indo bener gak ? Trus bea cukai nya brp ?,2025-01-05T16:04:53Z,bang max 2 hape bawa ke indo bener gak trus bea cukai nya brp,bang max 2 hape bawa ke indonesia bener tidak lalu bea cukai nya berapa,3
@kiyyyyy-u9x,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,hp hp yg udah du buat konten di kemanain bang,2025-01-05T16:00:11Z,hp hp yg udah du buat konten di kemanain bang,hp hp yang sudah d1 buat konten di kemanain bang,3
@FimaMaziah,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,Jadi.kmbali lagi kayak sonyy ereccson heheh kameranya di samping .. hmmzzz jdi,2025-01-05T01:09:55Z,jadi kmbali lagi kayak sonyy ereccson heheh kameranya di samping hmmzzz jdi,jadi kembali lagi seperti sony ereccson heheh kameranya di samping,2
@ihsanbayujuliyadi3443,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,"bang maaf cuma tanya, dapat cukainya berapa?",2025-01-04T22:05:01Z,bang maaf cuma tanya dapat cukainya berapa,bang maaf hanya tanya dapat cukainya berapa,3
@Puragus212,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,aq mah klo kepingin beli.kalo udah keturutan.gak ganti2 sampe barang itu rusak dengan sendirinya.iphone 14 dah cukup.bodoh amat ama keluaran terbaru,2025-01-04T00:45:11Z,aq mah klo kepingin beli kalo udah keturutan gak ganti2 sampe barang itu rusak dengan sendirinya iphone 14 dah cukup bodoh amat ama keluaran terbaru,aku mah kalau ingin beli kalau sudah keturutan tidak ganti sampai barang itu rusak dengan sendirinya iphone 14 dah cukup bodoh amat ama keluaran terbaru,2
@juntakalfa2705,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,Pemula masih menyimak,2025-01-03T11:31:41Z,pemula masih menyimak,pemula masih menyimak,3
@moondyyyy,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,5:11 hmmmm apaan bang ni😂😂,2025-01-03T09:55:08Z,5 11 hmmmm apaan bang ni,5 11 hmmmm apaan bang ni,3
@taupig,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,Bang kapan 16pro rilis di indo?,2025-01-03T01:31:44Z,bang kapan 16pro rilis di indo,bang kapan 16pro rilis di indonesia,3
@BangFadil4,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,"Kamera Iphone tuh natural, kalo wajah ga mulus aja keliatan, saking naturalnya. Saya pengguna Iphone 15 base model, sebelumnya iphone 6s dari zaman lulus SMA😁",2025-01-02T20:21:50Z,kamera iphone tuh natural kalo wajah ga mulus aja keliatan saking naturalnya saya pengguna iphone 15 base model sebelumnya iphone 6s dari zaman lulus sma,kamera iphone tuh natural kalo wajah ga mulus aja keliatan saking naturalnya saya pengguna iphone 15 base model sebelumnya iphone 6s dari zaman lulus sma,1
@irmanuraini9686,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,"bismillah upgrade ke ip 16 pro dari samsung a50 , setelah hampir 7thnan❤",2025-01-02T17:10:02Z,bismillah upgrade ke ip 16 pro dari samsung a50 setelah hampir 7thnan,bismillah upgrade ke iphone 16 pro dari samsung a50 setelah hampir 7 tahun,3
@izzudin6362,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,Mau donk bang,2025-01-02T13:18:00Z,mau donk bang,mau donk bang,3
@ARumadan-x2w,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,Kualitas terbaik dan terpercaya,2025-01-02T07:23:30Z,kualitas terbaik dan terpercaya,kualitas terbaik dan terpercaya,1
@enjonkstyle7321,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,"Pernah beli hp di singapur ,beli hp samsung tahun 2011 semoga bisa beli ip d tahun 2025",2025-01-02T05:46:00Z,pernah beli hp di singapur beli hp samsung tahun 2011 semoga bisa beli ip d tahun 2025,pernah beli hp di singapur beli hp samsung tahun 2011 semoga bisa beli iphone di tahun 2025,3
@desyagustina-z5f,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,kalau aku team halu bisa dapat iphone😢,2025-01-02T05:03:49Z,kalau aku team halu bisa dapat iphone,kalau saya team halu bisa dapat iphone,3
@THINUSTHINUS-n6z,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,Terima kasih,2025-01-01T13:59:18Z,terima kasih,terima kasih,3
@marispurba7403,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,Semoga bulan depan bisa beli😊😊,2025-01-01T11:33:19Z,semoga bulan depan bisa beli,semoga bulan depan bisa beli,3
@loliputridayanasinaga4954,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,Nonton ajah dulu😊,2025-01-01T06:44:02Z,nonton ajah dulu,nonton ajah dulu,3
@beybiindha1494,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,Hai Pengganguran😁,2024-12-31T01:39:47Z,hai pengganguran,hai pengganguran,3
@fikiarmand,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,46juta  MEnding beli iphone second 12 promax 8 jutaan sisanya buka usaha jangka panjang ya kan🤣,2024-12-30T10:04:48Z,46juta mending beli iphone second 12 promax 8 jutaan sisanya buka usaha jangka panjang ya kan,46 juta mending beli iphone second 12 promax 8 jutaan sisanya buka usaha jangka panjang ya kan,1
@WaWan-wb1pb,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,Hp mahal gk dapet charger mati aja lahhh,2024-12-30T00:26:20Z,hp mahal gk dapet charger mati aja lahhh,hp mahal tidak dapat charger mati aja lahhh,3
@TriHartati-k4e,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,"Br kali ini suka iphone biasanya pakai seri S samsung.. ketika suka pengen ip mau beli ip 15 promax , oalah kmn mna di kota saya uda gk ada katanya.. +_",2024-12-29T13:08:43Z,br kali ini suka iphone biasanya pakai seri s samsung ketika suka pengen ip mau beli ip 15 promax oalah kmn mna di kota saya uda gk ada katanya _,baru kali ini suka iphone biasanya pakai seri s samsung ketika suka ingin iphone mau beli iphone 15 promax malah kemana mana di kota saya sudah tidak ada katanya,1
@khanissahongkong,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,"Lebih murah di Hong Kong si  , saya beli iPhone 16 pro max $10199/ Rp 21 juta an",2024-12-29T06:47:47Z,lebih murah di hong kong si saya beli iphone 16 pro max 10199 rp 21 juta an,lebih murah di hong kong si saya beli iphone 16 pro max 10199 rp 21 juta an,3
@andhikyulianto7593,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,Iphon hanya strategy AS&israel,2024-12-28T17:00:47Z,iphon hanya strategy as israel,iphon hanya strategy as israel,3
@ridasetiani3254,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,Jadi cukai nya berapa,2024-12-28T02:15:59Z,jadi cukai nya berapa,jadi cukai nya berapa,3
@MarianaIndahLestari,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,"Nonton ini pake samsung A52s😂
masih galau mau beli iphone 16 promax atau Samsung S24 ultra😢",2024-12-27T02:41:23Z,nonton ini pake samsung a52s masih galau mau beli iphone 16 promax atau samsung s24 ultra,nonton ini pakai samsung a52s masih galau mau beli iphone 16 promax atau samsung s24 ultra,3
@2000mrhir,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,Warna wenter pakaian😂,2024-12-26T02:47:11Z,warna wenter pakaian,warna wenter pakaian,3
@2000mrhir,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,45 JT dapat VIVOX200 4 biji😂,2024-12-26T02:44:52Z,45 jt dapat vivox200 4 biji,45 juta dapat vivox200 4 buah,3
@day6april434,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,Bang ada reviu penggunaannya ga…,2024-12-25T20:36:39Z,bang ada reviu penggunaannya ga,bang ada review penggunaannya tidak,3
@firdaustarigan01,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,Iphone rencana buka pabrik di Batam,2024-12-25T14:57:21Z,iphone rencana buka pabrik di batam,iphone rencana buka pabrik di batam,3
@ytpro7172,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,"Berikut beberapa kekurangan iPhone:

Kekurangan Umum
1. Harga mahal dibandingkan dengan smartphone lain.
2. Tidak ada slot kartu memori eksternal.
3. Tidak ada jack audio 3,5 mm (kecuali iPhone SE dan iPhone 8 ke bawah).
4. Baterai tidak dapat diganti sendiri.
5. Tidak ada fitur pengisian baterai cepat secara default (kecuali iPhone 11 Pro dan lebih baru).
6. Tidak ada fitur radio FM.
7. Keterbatasan dalam mengatur ulang antarmuka pengguna.

Kekurangan Teknis
1. Prosesor yang kurang cepat dibandingkan dengan beberapa smartphone Android.
2. Kapasitas baterai yang relatif kecil.
3. Tidak ada teknologi pengisian nirkabel (kecuali iPhone 8 dan lebih baru).
4. Tidak ada fitur NFC untuk pembayaran non-Apple Pay.
5. Keterbatasan dalam mengakses file sistem.

Kekurangan Penggunaan
1. Tidak ada fitur multitasking yang lengkap (hingga iOS 15).
2. Tidak ada fitur pengeditan foto dan video yang lengkap.
3. Tidak ada fitur pengaturan privasi yang lebih ketat.
4. Keterbatasan dalam mengakses aplikasi pihak ketiga.
5. Tidak ada fitur widget di layar utama (hingga iOS 14).

Kekurangan Lain
1. Ketergantungan pada ekosistem Apple.
2. Tidak ada pilihan warna yang banyak.
3. Desain yang kurang inovatif.
4. Tidak ada fitur anti-air yang efektif.
5. Layanan pelanggan yang terbatas di beberapa negara.

Namun, perlu diingat bahwa kekurangan ini dapat berbeda-beda tergantung pada model iPhone dan preferensi pengguna.",2024-12-25T12:34:26Z,berikut beberapa kekurangan iphone kekurangan umum 1 harga mahal dibandingkan dengan smartphone lain 2 tidak ada slot kartu memori eksternal 3 tidak ada jack audio 3 5 mm kecuali iphone se dan iphone 8 ke bawah 4 baterai tidak dapat diganti sendiri 5 tidak ada fitur pengisian baterai cepat secara default kecuali iphone 11 pro dan lebih baru 6 tidak ada fitur radio fm 7 keterbatasan dalam mengatur ulang antarmuka pengguna kekurangan teknis 1 prosesor yang kurang cepat dibandingkan dengan beberapa smartphone android 2 kapasitas baterai yang relatif kecil 3 tidak ada teknologi pengisian nirkabel kecuali iphone 8 dan lebih baru 4 tidak ada fitur nfc untuk pembayaran non apple pay 5 keterbatasan dalam mengakses file sistem kekurangan penggunaan 1 tidak ada fitur multitasking yang lengkap hingga ios 15 2 tidak ada fitur pengeditan foto dan video yang lengkap 3 tidak ada fitur pengaturan privasi yang lebih ketat 4 keterbatasan dalam mengakses aplikasi pihak ketiga 5 tidak ada fitur widget di layar utama hingga ios 14 kekurangan lain 1 ketergantungan pada ekosistem apple 2 tidak ada pilihan warna yang banyak 3 desain yang kurang inovatif 4 tidak ada fitur anti air yang efektif 5 layanan pelanggan yang terbatas di beberapa negara namun perlu diingat bahwa kekurangan ini dapat berbeda beda tergantung pada model iphone dan preferensi pengguna,"Beberapa kekurangan iPhone yang perlu diperhatikan antara lain terkait aspek umum, teknis, penggunaan, maupun faktor lain. Dari segi umum, iPhone memiliki harga yang relatif mahal dibandingkan dengan smartphone lain, tidak menyediakan slot kartu memori eksternal, serta tidak dilengkapi jack audio 3,5 mm kecuali pada iPhone SE dan iPhone 8 ke bawah. Selain itu, baterainya tidak dapat diganti sendiri oleh pengguna, tidak memiliki fitur pengisian daya cepat secara bawaan kecuali pada iPhone 11 Pro dan model yang lebih baru, tidak dilengkapi radio FM, serta memiliki keterbatasan dalam penyesuaian antarmuka pengguna. Dari sisi teknis, beberapa model iPhone dibekali prosesor yang masih kalah cepat dibandingkan sejumlah smartphone Android, kapasitas baterainya pun relatif kecil, serta belum dilengkapi teknologi pengisian daya nirkabel kecuali mulai iPhone 8 ke atas. Fitur NFC juga hanya terbatas pada Apple Pay, sehingga tidak mendukung pembayaran non Apple Pay, dan akses ke sistem file pun sangat dibatasi. Dalam hal penggunaan, hingga iOS 15, iPhone belum mendukung fitur multitasking yang lengkap, belum menyediakan fitur pengeditan foto dan video yang komprehensif, serta pengaturan privasi yang masih kurang ketat. Selain itu, terdapat batasan dalam mengakses aplikasi pihak ketiga, dan fitur widget di layar utama baru hadir sejak iOS 14. Di luar aspek-aspek tersebut, iPhone juga dinilai memiliki beberapa kekurangan lain seperti ketergantungan yang tinggi pada ekosistem Apple, pilihan warna perangkat yang terbatas, desain yang dianggap kurang inovatif, belum memiliki fitur tahan air yang optimal pada sejumlah model, serta layanan pelanggan yang terbatas di beberapa negara. Namun demikian, perlu diingat bahwa berbagai kekurangan ini dapat berbeda-beda tergantung pada model iPhone yang digunakan dan preferensi masing-masing pengguna.
",2
