username,judul video,text,tanggal publish,clean_comment,comment_no_slang,Sentimen,comment_final
@MLBB104A,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,SE 4 bg,2025-01-24T10:08:09Z,se 4 bg,se 4 bang,3.0,se 4 bang
@BlackCard-e1b,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,Di Indo blm ada keliatannya,2025-01-24T04:28:00Z,di indo blm ada keliatannya,di indonesia belum ada keliatannya,1.0,Indonesia belum ada keliatannya
@divandaproduction6505,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,Aku sayang caca,2025-01-23T15:49:25Z,aku sayang caca,saya sayang caca,3.0,sayang caca
@ammarattamimi7821,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,charger iphone pake charger apa aja ga resik kaj?,2025-01-23T11:26:54Z,charger iphone pake charger apa aja ga resik kaj,charger iphone pakai charger apa aja tidak resiko kah,3.0,charger iphone pake charger aja resiko kah
@dininazira5627,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,nnton ini baru bisa kebeli ip 12 pro second😂😂😂,2025-01-23T01:46:10Z,nnton ini baru bisa kebeli ip 12 pro second,nonton ini baru bisa kebeli iphone 12 pro second,3.0,nonton baru kebeli iphone 12 pro second
@JefriRamdani-b4q,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,Alhamdulillah sudah kebeli 16 pro max 512 GB❤,2025-01-22T22:12:50Z,alhamdulillah sudah kebeli 16 pro max 512 gb,alhamdulillah sudah kebeli 16 pro max 512 gb,1.0,alhamdulillah ssudah kebeli 16 pro max 512 gb
@hasanbermalam9680,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,Tetep juara ya iphone dari penonton nya aja banyak,2025-01-22T06:06:31Z,tetep juara ya iphone dari penonton nya aja banyak,tetap juara ya iphone dari penonton nya aja banyak,1.0,tetep juara ya iphone penonton nya aja
@mantri_mugeni,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,hasil camera.nya kok 😢😢,2025-01-21T15:26:40Z,hasil camera nya kok,hasil kamera nya kok,2.0,hasil kamera nya kok
@Mazzeuyi,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,Masih setia iphone 7 dari tahun 2018 sampe sekarang. Karena belum mampu buat upgrade.😭😭,2025-01-21T00:13:01Z,masih setia iphone 7 dari tahun 2018 sampe sekarang karena belum mampu buat upgrade,masih setia iphone 7 dari tahun 2018 sampai sekarang karena belum mampu buat upgrade,1.0,setia iphone 7 tahun 2018 sampe sekarang belum mampu buat upgrade
@Entripsiman,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,IPHONE😭😭😭😭😭😭😭🥹😭🥹😭🥹🙏🙏🙏🙏🙏,2025-01-20T22:35:50Z,iphone,iphone,3.0,iphone
@Entripsiman,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,SERAKAHHHH,2025-01-20T22:35:30Z,serakahhhh,serakah,3.0,serakah
@Entripsiman,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,GUA UDAH NGALAH MEREKA RAKUSS BANYAK IPHONE,2025-01-20T22:34:44Z,gua udah ngalah mereka rakuss banyak iphone,saya sudah ngalah mereka rsayas banyak iphone,3.0,ssudah ngalah rsayas iphone
@hanstehuayo5150,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,Focus denda Singapur 😮😮😮,2025-01-20T09:13:33Z,focus denda singapur,focus denda singapura,3.0,focus denda singapura
@adamzaid3605,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,Kenapa gambar di varian pro mcam camera hp jadul ja mas 😅,2025-01-19T18:37:05Z,kenapa gambar di varian pro mcam camera hp jadul ja mas,kenapa gambar di varian pro semacam kamera hp jadul ya mas,2.0,kenapa gambar varian pro semacam kamera hp jadul ya mas
@karyadisarki2287,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,"Alhamdulilah,,,sdh punya iphone 16 pro, hasil dari download....",2025-01-19T16:33:33Z,alhamdulilah sdh punya iphone 16 pro hasil dari download,alhamdulilah sudah punya iphone 16 pro hasil dari download,1.0,alhamdulilah ssudah punya iphone 16 pro hasil download
@yusufabdillahxyz,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,"Rata-rata penghasilan Gen Z di Indonesia adalah kurang dari Rp2,5 juta per bulan.
Angka ini didasarkan pada laporan Indonesia Gen Z Report 2024 dari IDN Research Institute. 
🔴⚪",2025-01-18T14:54:47Z,rata rata penghasilan gen z di indonesia adalah kurang dari rp2 5 juta per bulan angka ini didasarkan pada laporan indonesia gen z report 2024 dari idn research institute,rata rata penghasilan gen z di indonesia adalah kurang dari Rp 2 juta per bulan angka ini didasarkan pada laporan indonesia gen z report 2024 dari idn research institute,3.0,rata rata penghasilan gen z Indonesia kurang Rp 2 juta per bulan angka didasarkan laporan Indonesia gen z report 2024 idn research institute
@user-fx1cf4rh1p,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,yg iphone 16 Pro Mantap,2025-01-18T09:22:19Z,yg iphone 16 pro mantap,yang iphone 16 pro mantap,1.0,iphone 16 pro mantap
@AdonPomange,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,Banyak yg TDK sadar klw iPhone itu..harga mahal fitur..nanggung..,2025-01-17T23:09:21Z,banyak yg tdk sadar klw iphone itu harga mahal fitur nanggung,banyak yang tidak sadar kalau iphone itu harga mahal fitur nanggung,2.0,sadar kalau iphone harga mahal fitur nanggung
@iqbalmartinez3011,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,Kapan yaa bisa beli iPhone 😢,2025-01-17T15:00:11Z,kapan yaa bisa beli iphone,kapan yaa bisa beli iphone,1.0,kapan yaa beli iphone
@cosmegarcons5142,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,Imeiny bisa dipakai?,2025-01-17T10:42:32Z,imeiny bisa dipakai,imeiny bisa dipakai,1.0,imeiny dipakai
@yanzchannel1675,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,"Masih bertahan di seri 13pro, nunggu murah aja lah😂",2025-01-16T08:28:53Z,masih bertahan di seri 13pro nunggu murah aja lah,masih bertahan di seri 13 pro nunggu murah aja lah,1.0,bertahan seri 13 pro nunggu murah aja lah
@Avatar16888,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,"Bro Saran ajah nih, kalo bisa buat text nya yg bahasa Inggris juga
Agar bisa menjaring penonton dari luar dari Indonesia bro",2025-01-15T14:39:32Z,bro saran ajah nih kalo bisa buat text nya yg bahasa inggris juga agar bisa menjaring penonton dari luar dari indonesia bro,bro saran saja nih kalau bisa buat text nya yang bahasa inggris juga supaya bisa menjaring penonton dari luar dari indonesia bro,3.0,bro saran saja nih kalau buat text nya bahasa inggris supaya menjaring penonton luar Indonesia bro
@JonahNineveh,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,"tim males beli, sebelum bikin pabrik di tanah air",2025-01-15T11:53:19Z,tim males beli sebelum bikin pabrik di tanah air,tim malas beli sebelum membuat pabrik di tanah air,3.0,tim malas beli membuat pabrik tanah air
@anggisyahchannel9303,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,a' rev iphone 17 a',2025-01-15T11:16:19Z,a rev iphone 17 a,a rev iphone 17 a,3.0,a rev iphone 17 a
@ItalaeliAizah,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,Nungguin iphone 17 😂,2025-01-15T09:31:25Z,nungguin iphone 17,nungguin iphone 17,3.0,nungguin iphone 17
@idasumiyati2612,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,Skrg udh januari info info,2025-01-15T05:39:53Z,skrg udh januari info info,sekarang sudah januari info info,3.0,sekarang sudh januari info info
@singai9509,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,"Mas, mau  nanya nih pasang anti gores hydrogel di belakang iPhone 16 apa tidak ada pengaruh pake cas powerbank . Thanks ya",2025-01-15T05:27:30Z,mas mau nanya nih pasang anti gores hydrogel di belakang iphone 16 apa tidak ada pengaruh pake cas powerbank thanks ya,mas mau nanya nih pasang anti gores hydrogel di belakang iphone 16 apa tidak ada pengaruh pakai cas powerbank thanks ya,3.0,mas mau nanya nih pasang anti gores hydrogel belakang iphone 16 ada pengaruh pake cas powerbank thanks ya
@AkhirJaman-e8p,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,Nunggu ada yg ketinggalan ip 16 di toilet bandara 🤪,2025-01-14T14:42:50Z,nunggu ada yg ketinggalan ip 16 di toilet bandara,nunggu ada yang ketinggalan ip 16 di toilet bandara,3.0,nunggu ada ketinggalan ip 16 toilet bandara
@amsekhamzah1239,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,Iphone 😂tidak semulus itu videonya,2025-01-14T09:50:55Z,iphone tidak semulus itu videonya,iphone tidak semulus itu videonya,2.0,iphone semulus videonya
@aynahanifah-xk7df,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,Disana semua org kaya atau gimana si. Banyak kelihatan toko usaha tapi sepi rapi tidak semrawut. Sebatas ibu kota negara Indonesia aja pasti banyak sampah org kerja dari berbagai macam pekerjaan super sibuk knpa disana senyap sepi bersih luar biasa.,2025-01-14T08:47:02Z,disana semua org kaya atau gimana si banyak kelihatan toko usaha tapi sepi rapi tidak semrawut sebatas ibu kota negara indonesia aja pasti banyak sampah org kerja dari berbagai macam pekerjaan super sibuk knpa disana senyap sepi bersih luar biasa,disana semua org kaya atau gimana si banyak kelihatan toko usaha tapi sepi rapi tidak semrawut sebatas ibu kota negara indonesia aja pasti banyak sampah org kerja dari berbagai macam pekerjaan super sibuk knpa disana senyap sepi bersih luar biasa,3.0,disana org kaya gimana si kelihatan toko usaha tapi sepi rapi semrawut sebatas ibu kota negara Indonesia aja pasti sampah org kerja berbagai macam pekerjaan super sibuk knpa disana senyap sepi bersih luar biasa
@Kalis-15,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,ditunggu review harga cukai iphone nya bang kena berapa 😁,2025-01-14T05:19:05Z,ditunggu review harga cukai iphone nya bang kena berapa,ditunggu review harga cukai iphone nya bang kena berapa,3.0,ditunggu review harga cukai iphone nya bang kena berapa
@esaalghanie,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,Bang recomend hp di 2025,2025-01-14T03:54:33Z,bang recomend hp di 2025,bang recomend hp di 2025,3.0,bang recomend hp 2025
@iqbalbenq9577,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,Yg pada pengen iphone semoga pada kebeli dengan bermanfaat aamiin,2025-01-12T20:42:18Z,yg pada pengen iphone semoga pada kebeli dengan bermanfaat aamiin,yang pada ingin iphone semoga pada kebeli dengan bermanfaat aamiin,3.0,ingin iphone semoga kebeli bermanfaat aamiin
@emiparyani6246,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,Alhamdulillah semoga kebeli iphone nya😅😊,2025-01-12T16:06:31Z,alhamdulillah semoga kebeli iphone nya,alhamdulillah semoga kebeli iphone nya,3.0,alhamdulillah semoga kebeli iphone nya
@PlayRoom-k6z,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,Spigen emang keren kualitasnya,2025-01-12T14:37:38Z,spigen emang keren kualitasnya,iphone emang keren kualitasnya,1.0,iphone emang keren kualitasnya
@MuhammadAlfatih-y7x,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,Nungguin tanah laku baru beli iphone 16 😂,2025-01-11T07:52:16Z,nungguin tanah laku baru beli iphone 16,nungguin tanah lsaya baru beli iphone 16,3.0,nungguin tanah lsaya baru beli iphone 16
@ayulestari4167,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,Gila sih di Singapura yg luas negaranya cuman seuprit aja di bangunin pabrik😅,2025-01-11T03:28:03Z,gila sih di singapura yg luas negaranya cuman seuprit aja di bangunin pabrik,gila sih di singapura yang luas negaranya hanya seuprit aja di bangunin pabrik,3.0,gila sih singapura luas negaranya cuman seuprit aja bangunin pabrik
@gitarissantai5306,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,Tetap sony yg terbaik,2025-01-10T13:48:55Z,tetap sony yg terbaik,tetap sony yang terbaik,2.0,tetap sony terbaik
@sugengwidodo8957,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,Murah banget ya... Gue ada duit nganggur 1 M nih...,2025-01-10T10:13:23Z,murah banget ya gue ada duit nganggur 1 m nih,murah sekali ya saya ada duit nganggur 1 milyar nih,3.0,murah banget ya ada duit nganggur 1 milyar nih
@RahmatBakumpai,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,Udah keluar iPhone 16. Tapi hp saya masih pake iPhone 11😮,2025-01-09T18:19:01Z,udah keluar iphone 16 tapi hp saya masih pake iphone 11,sudah keluar iphone 16 tapi hp saya masih pakai iphone 11,1.0,keluar iphone 16 tapi hp pake iphone 11
@dikyhamdani9674,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,❤❤❤,2025-01-09T06:51:18Z,,z,3.0,z
@tocagaming5856,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,Semoga bisa beli red magic 9,2025-01-09T04:29:23Z,semoga bisa beli red magic 9,semoga bisa beli red magic 9,3.0,semoga beli red magic 9
@rijalarip684,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,Hp mahal2 banget ya bang saya hp 1jta setengah aja ga kebeli ... semoga rejekinya berkah bang masa Allah tabaraqallah,2025-01-08T18:07:27Z,hp mahal2 banget ya bang saya hp 1jta setengah aja ga kebeli semoga rejekinya berkah bang masa allah tabaraqallah,hp mahal mahal sekali ya bang saya hp 1 juta setengah aja tidak kebeli semoga rejekinya berkah bang masa allah tabaraqallah,3.0,hp mahal mahal banget ya bang hp 1 juta setengah aja kebeli semoga rejekinya berkah bang masa allah tabaraqallah
@razmanrajik1849,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,Gw pake 16pro. Gw pake action buttonnya utk flashlight kerna uda biasa dari android pake valume+😂,2025-01-08T08:16:04Z,gw pake 16pro gw pake action buttonnya utk flashlight kerna uda biasa dari android pake valume,saya pakai 16 pro saya pakai action buttonnya untuk flashlight karena uda biasa dari android pakai valume,1.0,pake 16 pro pake action buttonnya flashlight uda biasa android pake valume
@pejuangpanganindonesia5758,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,Mantaaab bang,2025-01-08T05:28:35Z,mantaaab bang,mantaaab bang,1.0,mantaaab bang
@hilabilahliba8925,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,Bang harga+cukainya menit ke brp? Gagal nyimak😂,2025-01-07T21:19:22Z,bang harga cukainya menit ke brp gagal nyimak,bang harga cukainya menit ke brp gagal nyimak,3.0,bang harga cukainya menit brp gagal nyimak
@nardikalvari2881,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,Kapan rilis ya? Dah lama aq tunggu blo ada dijual,2025-01-07T15:47:57Z,kapan rilis ya dah lama aq tunggu blo ada dijual,kapan rilis ya sudah lama saya tunggu belum ada dijual,3.0,kapan rilis ya lama tunggu belum ada dijual
@andismartfren14,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,Gak ada puntung roko ya😮😮,2025-01-06T14:56:18Z,gak ada puntung roko ya,tidak ada puntung roko ya,3.0,ada puntung roko ya
@halilurrahmanWTA1181,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,Alhamdulillah sudah beli,2025-01-06T12:43:41Z,alhamdulillah sudah beli,alhamdulillah sudah beli,3.0,alhamdulillah ssudah beli
@gobel4409,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,Bang max 2 hape bawa ke indo bener gak ? Trus bea cukai nya brp ?,2025-01-05T16:04:53Z,bang max 2 hape bawa ke indo bener gak trus bea cukai nya brp,bang max 2 hape bawa ke indonesia bener tidak lalu bea cukai nya berapa,3.0,bang max 2 hape bawa Indonesia bener bea cukai nya berapa
@kiyyyyy-u9x,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,hp hp yg udah du buat konten di kemanain bang,2025-01-05T16:00:11Z,hp hp yg udah du buat konten di kemanain bang,hp hp yang sudah d1 buat konten di kemanain bang,3.0,hp hp d1 buat konten kemanain bang
@FimaMaziah,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,Jadi.kmbali lagi kayak sonyy ereccson heheh kameranya di samping .. hmmzzz jdi,2025-01-05T01:09:55Z,jadi kmbali lagi kayak sonyy ereccson heheh kameranya di samping hmmzzz jdi,jadi kembali lagi seperti sony ereccson heheh kameranya di samping ,2.0,kembali sony ereccson heheh kameranya samping
@ihsanbayujuliyadi3443,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,"bang maaf cuma tanya, dapat cukainya berapa?",2025-01-04T22:05:01Z,bang maaf cuma tanya dapat cukainya berapa,bang maaf hanya tanya dapat cukainya berapa,3.0,bang maaf cuma tanya cukainya berapa
@Puragus212,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,aq mah klo kepingin beli.kalo udah keturutan.gak ganti2 sampe barang itu rusak dengan sendirinya.iphone 14 dah cukup.bodoh amat ama keluaran terbaru,2025-01-04T00:45:11Z,aq mah klo kepingin beli kalo udah keturutan gak ganti2 sampe barang itu rusak dengan sendirinya iphone 14 dah cukup bodoh amat ama keluaran terbaru,aku mah kalau ingin beli kalau sudah keturutan tidak ganti sampai barang itu rusak dengan sendirinya iphone 14 dah cukup bodoh amat ama keluaran terbaru,2.0,aku mah kalau ingin beli kalau keturutan ganti sampai barang rusak sendirinya iphone 14 dah cukup bodoh amat ama keluaran terbaru
@juntakalfa2705,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,Pemula masih menyimak,2025-01-03T11:31:41Z,pemula masih menyimak,pemula masih menyimak,3.0,pemula menyimak
@moondyyyy,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,5:11 hmmmm apaan bang ni😂😂,2025-01-03T09:55:08Z,5 11 hmmmm apaan bang ni,5 11 hmmmm apaan bang ni,3.0,5 11 hmmmm apaan bang ni
@taupig,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,Bang kapan 16pro rilis di indo?,2025-01-03T01:31:44Z,bang kapan 16pro rilis di indo,bang kapan 16pro rilis di indonesia,3.0,bang kapan 16pro rilis Indonesia
@BangFadil4,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,"Kamera Iphone tuh natural, kalo wajah ga mulus aja keliatan, saking naturalnya. Saya pengguna Iphone 15 base model, sebelumnya iphone 6s dari zaman lulus SMA😁",2025-01-02T20:21:50Z,kamera iphone tuh natural kalo wajah ga mulus aja keliatan saking naturalnya saya pengguna iphone 15 base model sebelumnya iphone 6s dari zaman lulus sma,kamera iphone tuh natural kalo wajah ga mulus aja keliatan saking naturalnya saya pengguna iphone 15 base model sebelumnya iphone 6s dari zaman lulus sma,1.0,kamera iphone tuh natural kalo wajah ga mulus aja keliatan saking naturalnya pengguna iphone 15 base model sebelumnya iphone 6s zaman lulus sma
@irmanuraini9686,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,"bismillah upgrade ke ip 16 pro dari samsung a50 , setelah hampir 7thnan❤",2025-01-02T17:10:02Z,bismillah upgrade ke ip 16 pro dari samsung a50 setelah hampir 7thnan,bismillah upgrade ke iphone 16 pro dari samsung a50 setelah hampir 7 tahun,3.0,bismillah upgrade iphone 16 pro samsung a50 hampir 7 tahun
@izzudin6362,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,Mau donk bang,2025-01-02T13:18:00Z,mau donk bang,mau donk bang,3.0,mau donk bang
@ARumadan-x2w,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,Kualitas terbaik dan terpercaya,2025-01-02T07:23:30Z,kualitas terbaik dan terpercaya,kualitas terbaik dan terpercaya,1.0,kualitas terbaik terpercaya
@enjonkstyle7321,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,"Pernah beli hp di singapur ,beli hp samsung tahun 2011 semoga bisa beli ip d tahun 2025",2025-01-02T05:46:00Z,pernah beli hp di singapur beli hp samsung tahun 2011 semoga bisa beli ip d tahun 2025,pernah beli hp di singapur beli hp samsung tahun 2011 semoga bisa beli iphone di tahun 2025,3.0,pernah beli hp singapur beli hp samsung tahun 2011 semoga beli iphone tahun 2025
@desyagustina-z5f,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,kalau aku team halu bisa dapat iphone😢,2025-01-02T05:03:49Z,kalau aku team halu bisa dapat iphone,kalau saya team halu bisa dapat iphone,3.0,kalau team halu iphone
@THINUSTHINUS-n6z,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,Terima kasih,2025-01-01T13:59:18Z,terima kasih,terima kasih,3.0,terima kasih
@marispurba7403,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,Semoga bulan depan bisa beli😊😊,2025-01-01T11:33:19Z,semoga bulan depan bisa beli,semoga bulan depan bisa beli,3.0,semoga bulan depan beli
@loliputridayanasinaga4954,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,Nonton ajah dulu😊,2025-01-01T06:44:02Z,nonton ajah dulu,nonton ajah dulu,3.0,nonton ajah dulu
@beybiindha1494,Rp45 JUTA... UNBOXING iPhone 16 & 16 PRO!!!,Hai Pengganguran😁,2024-12-31T01:39:47Z,hai pengganguran,hai pengganguran,3.0,hai pengganguran
